form	categorical_judgment
L F P W Q u ǔ W P Z h P K H I ǔ A N Q P g p K k k ù B J R l o ǔ l p ǒ a	ungrammatical
N n ě ǔ r E é a ú é ǔ N j é I G ù I Q I V e ǔ W S T N w f M a E K t I u	ungrammatical
Q V ú ú f j Z B G ě H T B B s h T u t C l G b a x W ò F z g S O y n y x	ungrammatical
T B j B o à N o l é ǔ á g Q F C u f q S V c ǔ X B Z y g y y A R g n E h	ungrammatical
W è g R X m ó r h ě ě z g i g M X N á g k f b ù u j ǒ ó m P U I ǔ U ě Y	ungrammatical
Y T ù j X é B q é u p m d t y w H ò a V ǒ M ǎ ǎ P f p k ò H v á W x á t	ungrammatical
a P L v Y u Z Q ó ǒ C a N X v ě ǎ ó j g u ǎ U á U O ǒ c P ǔ D i M l A S	ungrammatical
c q o c h ò W ú o j a D k j D z X è K n O F ú R y Y i E ǎ Y R H T R ǎ N	ungrammatical
f Z ó b ǔ J t n V ù o G l n c m p g E g H ě n s ě Q a S J l U V x k p m	ungrammatical
i A m x ó N ó q J c a ǒ n p e I e y Q à ó z P b F X è h è P P à j ǔ E ǔ	ungrammatical
k c x è d s h F V S w h L O e O B w M a i t ǎ d A V f d a f ú J V i ǔ F	ungrammatical
n D n y h H p v w F è O r s V a W ú ǔ ě p é C U e s t w á á t q z R ò r	ungrammatical
p f H s Z H U U z Y d T W B d S H z I J s á s U A D Q Z D r T á J R W I	ungrammatical
s C f m ó L u ú Q U h e W e y F m S R I K G p ǒ s O R c A Q n è c v ě v	ungrammatical
u f U h ù d i k D m d X K K R y f á q d q V b Y Y R L g n S z ó C U t w	ungrammatical
x M h Y n S V ǒ z z F R q S B U ǔ ǒ ù M ú M t U A I o W ó L E Z x Z G ǎ	ungrammatical
ù ù x C I a á ǎ w a a J m a P ò u h ú z p h z D w j B ò i a y E q ě J a i	grammatical
á j ǒ ǒ m V N k U a s a j s a m P w N s r D O p A K Z E m a t n a O B C B	grammatical
é J p T A a ú ú s I a á g N W J y ó x s a w q t g a w x é L Q è a W B ǒ K	grammatical
ě h ǒ i o X h E j w y G r T p B E M C r U v a a y a r T ú m n a a I s ù N	grammatical
ǒ P F ǎ a X C l z y à k V Q u B y L a O ǔ ě B Z a O h a X è a s X r f X K	grammatical
B C g B l P ù a F F D j Y u F N a ě E Y ù p R è H O ò L a ú a g a o R b V	grammatical
D y O ě a O p ò G a Q X y t ò ù Q R k a h H ò a S D á h ú B a á O E ǔ Q ù	grammatical
G a l z x Z é a i V à u i s g a ě k m M g ò Q g A t q a y á w U a Q w P E	grammatical
J a m T S ǔ t a S O J M N g m K D z O L k r S j Q R E k n a a N a E y c Y	grammatical
M C ú ǒ L n l a K a k u a a P h S é D s S J u Q M a A P ǒ B p R x L G P ù	grammatical
O p A B a L g E ǎ g a n C á r D Q é t á G J K v a L P V a è á ǔ u G é a c	grammatical
R B x E s W h w z a a r a J a g Z a j è W ù L h i H w n ú h R t é ǔ G á f	grammatical
T a ǒ z ě t é a y S y a a n T a i ú à r i Q ò é K è e ǎ Q c y R g ú v m j	grammatical
W g r M D h L i Z L w J p g n r k ú C X a j h a a è X i a N R j a Q N t e	grammatical
Z a Q X G Y o U n L v A r H r z g a a a p a X B ù à ǒ x ě C k f ó J c n a	grammatical
a E S a Q L R a x a a s w f ò c B ó j h X y l ò s o à H ò ó ǒ D G W h N F	grammatical
a U p K M P F a P p I r é g a a a C Q A Y i V w h f t X X ǒ h H w P W w m	grammatical
a i a E R I A k m á k v H a a è ě U I q à ǎ U a d H p B X d ě Q é V m E S	grammatical
a z i T j O ú H Q V a p C h k V S K a K H X a ó l n C t m h U B m a ǒ Y ǎ	grammatical
i a Q F t o Y à K O a F K X à a O a v ǔ W à W l a P K ǔ m G ù j T ú ò W ě	grammatical
l ǒ k k j a a w K T Z Y a N a ù ú a O D F v ú W ě I ù q H Q ò M l A ě i ǔ	grammatical
o ǎ G a n Q F J a Q D ú I a ò é G ú X G ò ǔ a E N a á x y e à p b à q ǎ X	grammatical
r è a N s n r N m H i V z a á X N R l F o ě k ǔ á k a ú W a a L à S ò o v	grammatical
u ú é y à a R k g a è U q u a u m é a D ù S t X a ǒ X A t R ǎ B B à ó ò n	grammatical
x F a ǎ m n l L F X K P é è M M n a U w N ǎ á a v J a ǒ R P q v ǒ a ó D a	grammatical
ù ǔ w E e n a F a y Y z G ú E x H ě O O p Z x v m Q z D ù T O S g Q R ǒ m	ungrammatical
á O A t v D X l c m f ǔ s H M D X F f e b F V l g M à T l C ǔ a ě H d M A	ungrammatical
é K X j á I r O á c f d G ě J K u à t G ò e N H u l S z j C x G G o è H J	ungrammatical
ó ò ó á J q w A I O ó Z ò ǔ q c T N P v d e ú g A Y u ó L x m H è D P v Z	ungrammatical
ǒ c y F Y W ò Z i S c e E ú e y F è M z T H ò H R Z J H D z ú i x è T e ě	ungrammatical
B e f U b L j d é A è à F v N m ě ǔ z á G w l N r ǔ t u é M L à l j d è T	ungrammatical
E ǒ D F M B i j h j m ǎ N T y f Z Z ù G c m n á é F W Y K ǒ n O L ǎ B ǒ V	ungrammatical
G j J t r x a á s L è T x p ò v T D i v A O ù p à ě B g è c j ù t ù ǒ y J	ungrammatical
I w s P S U k p M n o P e I Q r V p e b G G T i L Q C d y L a e n H F e á	ungrammatical
M A C ǒ L E d è E v V y R O K T W g è R Y R o è N b ě H q a r ò ù é Q n I	ungrammatical
O Z é è H Z x J e q I O M I H é ù ě ú p a k F M l b e à N N F G W T q p m	ungrammatical
R N è m à y m W D M J F B r x E J U ú v V i H à s ó a U K u ě l i a ǎ d C	ungrammatical
T O U á M N x b à S W U G g S d H S k o Y m ó E ǔ q f w j f h P T ǔ f D S	ungrammatical
W á B O U J t j Q A n Y S Z h h R ù D K V q P ǎ H Y U F O w P y é F l z W	ungrammatical
Y W p ǔ L Y z V d é O ó v y r Z n a A ú T m á M A j ǎ p o f u F V D O w g	ungrammatical
b M f f l e é y a s T N z Z B à ǔ q l x g á a K I A á V ú ó w i ě o x ú ǒ	ungrammatical
d o N z ě é L A é S r à N O l a è A l á m Y k W O c n ù C u W X ǒ à V à à	ungrammatical
g V a I a u d q j ǒ o Q I r ǒ w Q R S a X O ó g w n m F l i ù o a m R m q	ungrammatical
i u á R M à B ě S a a ò t G p E w D Y l ǒ O P S U ò ò ǒ u o O à u Y o N ǔ	ungrammatical
l C b R T U d k D A B à x j ù ó e ǒ O Z L B o o x ù K J f e y O S f V q Q	ungrammatical
n R é j j c à á ò d c M à v H c y y c q F v K u ǎ i v ú è B S W r A y m g	ungrammatical
p s G w m à G è h r z à à z ó X N é A J y ě C f ǔ Z F ǎ v l è t m b p ò C	ungrammatical
s Y ú E P J R T p á ó f l V A S j O ǔ E T V w x G e I V ú X ó à h i J e f	ungrammatical
v ǒ X z J d N z c V X ú z K N C g t g M s r U J B q f b k G ǔ p S y b p p	ungrammatical
x L Q v á j W W D F s E R à u ǒ Q ě ù e Z P l W S ó g I s N C t ó C ǔ u j	ungrammatical
ù á N ǎ a O n P x K j a ò a A t L E k a ě è è ó a j ó H s m n è n n f J u r	grammatical
à B r k Z p B t P ó A H a D a Z ú è a C a a f R J Z è Z V V l p z d P v h c	grammatical
é v z x a h ǔ a á ě G F O A a w è X j ó Z O è a g z Z L è V Z N P a h M k t	grammatical
ó n i ǎ l H a I a t G a K H W C t s S a j ù a f B m p X b ǎ è á E l p è F T	grammatical
ú C ǔ ú ó Z x t z N A a S H D a à t X U L á ǎ S a a M ù a a d d H D ó q U Y	grammatical
C à à ǎ H k I J k a w á u ě o a è W ò p O g è G a a m ǔ ó Z k a ù V P ǔ L L	grammatical
E U è M v P W N i h a D D R I a z s ó P u a Z B r V ǔ j a ú ù H Y à K C X a	grammatical
H á y C a O S X a v M U N q á a à M U ò a P w g ù I a S q D E Y è u V F I f	grammatical
J a w è P a a P ǒ à X a h q k w k é r n T Y R T Z J X V v w W è F a c h ǔ ǒ	grammatical
L i O a u é v è a C a S U L j k k o ò ó ó a X L H I H T y p á a B j K s S ú	grammatical
O m a ò F q D U o L a v a A ú ó w A C a S o O à a T y B à g E n W F N Y o r	grammatical
R a F N M N H ù ě v a K D à P m a N ǔ B G K a H ó E p o B é R a á o k á ò w	grammatical
U a I Y R a y l n k J O a é q g ò é l é p Q z q T é R a a S á ě j x h T i t	grammatical
X J ǔ F w U s h a L L ǎ i a Z B a n L á H ǒ C A l D a a M J p b q J A B ó k	grammatical
Z a B F U n y t ú X u P a p é g U é Q A M D n u a Q a J Y ú z W a ǒ r T à k	grammatical
a F S y a q O U X ǒ U D a é a J ù t v a Y j v K ě q o v H O ù M F G P p i ǎ	grammatical
a Y Q j M a B D N S v z a Y ě O i r w C z o a a ǒ Q d w ó K S a S J a ě u e	grammatical
a o ǎ x N N F h W é á G M t m t a a ò u ǒ O V g F ǔ a C F q a d I L x U á i	grammatical
h A F ǒ w h é y i X a s B ú z z á ó B a X ǒ a x E D a y a é A k ǔ V ǎ ě R é	grammatical
j g n ò p r è è à T x v a Z L Y a X t a Y a s n à O B M ǎ a R ǔ é V T é U i	grammatical
m K W ò ǎ ǒ P B a a q a O K a B p ú ú x ǒ W R a j G i ǎ G l x O F ǎ ù q e O	grammatical
p I v a a á j p h A è Y T y ǔ Y T ó N N a ǔ W N P ǎ w ò V a a o ú Q Y g L ú	grammatical
s Z h q à m a T ǎ Z I K Q i K W N J g è a é ě B N a a j o F ù a k V z ù H ó	grammatical
v é a g M j ǔ a t l a m m p E D ě Y l R a ě L v v o S O o á h a X O r i s o	grammatical
x a a g A i a S p a L y v A J ó a X Z h á M j F t S t ó à a J b B z C b b o	grammatical
ù ù a H X è Y D R y k u E s D n s G D u D r n S B l b D ǎ é V é ù J C V w i	ungrammatical
á F k d e ǒ g w b D M ě j ǎ g d à e ó K é ǎ F l I g M C f E D h é y s L C J	ungrammatical
é ǒ X w Z q d è W s R L á y H B B P A y y G P a F z W i ě o v E A ǔ v è u E	ungrammatical
ě X è X F D k t q ǎ A G ú L Y s E p M o ò N W D J v j i V N V z a D H à Y j	ungrammatical
ǒ ǔ U N g e J l ó Q u I V z q k x à à F à g ù ò q Z c r p C p V L Z y I l k	ungrammatical
A S W ò g K b m M e S q é H x N P V A ǒ V F ú l A O a N v k N p i f ǒ c ǎ ǔ	ungrammatical
D H à L f m H ò A H g S x Y ú t f F p x g t Y F R C c E H á i Y y l è è P y	ungrammatical
F R G a g è ú I à B X P b ǎ R y ǎ e k F Z k L J è d ú F n u n ǎ M h E d ǒ ǔ	ungrammatical
I l i u G Q ú Q g z U ǔ p è W e J M x L s A l M L i c ǔ n p M J K ú l y o u	ungrammatical
L S t q v h S g u P ó l P U J V V y ǔ u N x á è e T B E j ù P G m d O è P v	ungrammatical
O S m K D L O t v á k V è V l E t j j q r A u D B l E è à y c H G F p e ù I	ungrammatical
Q h z h O f f f ù ó N X à b è C ó m O I b s Y ú x e E m y h H U f Y l m w w	ungrammatical
T C y Z é l ò f o B w Y x O v k N á N n s O C u z f f p y ǔ E u i p b T v r	ungrammatical
V z Y y I y ě x h C J x R U b R ǎ J n h e r è e ǒ t l q s w p x k C d B W ù	ungrammatical
Y i ó r á C é Q T q t v y C U A D c W F ú b j ú é E c Y w è p u p s F j g Q	ungrammatical
b G S h S W á r ù r F G B c l g g s a a ó S V é i G n h K W M g ě R v q v ò	ungrammatical
e è ú D z K f o c A J H a l J i e K x ě B G Q i f i H I H u á e s P F U L è	ungrammatical
g V ǎ n è ǎ H c B Y W a B o O x h d e ò ǒ N f á f à ó C s x O é T X A ù t Q	ungrammatical
i o á r C c R q S g x d X k k g Z P U s q ò h é f m L R D C P Z q ù D D E O	ungrammatical
l V N T ò K i a s a X Y a m i u R P á á H q ǔ m T ě T U q n d M f O I l y ù	ungrammatical
o á y I ě h ě I a Z Q W W H N M X i B G g F b l è è U à j à P ǒ C w é f H n	ungrammatical
q ǒ r D l f x E I ǎ T à v t V à C t ó l W c á j X a U f ó w a q b è ó P q t	ungrammatical
s f j u i E R v á c A E T V S S à b ǔ o U c c j e O l w ǔ f v y m w f k ù c	ungrammatical
v C M m o ǎ G j O O c t Q f é i g s è ǔ Q z T J B l K a c N y C P I j ǒ D H	ungrammatical
x J N a n T o D ǎ S O D j s f O v t t X k K m B Y z i ú K w F X v k i u N ù	ungrammatical
ù ě C Q a n w a Y a E x ǒ a r T Z w D è m ó ě ú K F P n à N ú a ǒ J j s M E J	grammatical
á a y i a a X Q ǒ ǎ s V ě m m X K H a Z ù a M A ǒ c i J P ǔ E j n é P z P ǔ d	grammatical
é ǔ R g x á y à h r a D a N y ó y t Y G ǎ p h F a a ú a d P r G J N y V ǒ ú e	grammatical
ó R p T ú a a U Y r a s P ǒ è q B n Z V ò X ó a é é a ǎ y u á W N f z c F é g	grammatical
ǒ z K ǔ a ú a H à o Y x y x a U g á y m a S g I ò g k a E X ě V ó R E c à S S	grammatical
B R ú A w n u M H F ú B à a t H S ú W ǔ a ú D L y B R H W a O a ǒ ò V ù n a g	grammatical
E ǔ G I h u Y N s k Y n é a ó C O m F R ǔ A T ǔ à h y O a P a a E W h T R a v	grammatical
G y T j Q v x ě Q E L k à L w z n ǎ ǔ ǔ l F ǒ O ù a I H F à a a T a a v n e ò	grammatical
J Q W E v A ò N P a a p é F ò z ò r ó i X y X a T l N S è j a a e q V R M Z P	grammatical
L s a n a ù ó v B a p a Y é j m G o a J K O K é k L k W T x g A é I Z m v ù i	grammatical
O j a V r ǔ é m w P G ú o Q C ǒ K Q a ǒ h a g m B a Z M a G P B K ǎ D O B ǔ B	grammatical
R m s r ǒ S u n a è ú H a a G x è O x r g ú v l p G G w Q a Q a h t N m F e à	grammatical
U n ó M Z ù V T G Y T ò n v Z Q G a p D I a a i C r Y ǒ F a H ǎ B a ó Z à Y m	grammatical
X a V n à a á z L S è W ǒ s a ě x U q à D a K m ù D a W u N Y à è b á h C b ǒ	grammatical
a ǔ w a G a é E u é F t T G y a D p h Q r à j s p r G L G G u E j ò z ě V g a	grammatical
a I a é P a a G a Y ǒ é F é f n M x L q e o X G v ǔ D R ù ǔ P M é H L c é v á	grammatical
a Y K Q à ó V A z X o T Q F a a z G ò w u a P ú P I j A C h a B U D d F á W d	grammatical
a n Q h E E x R S Z K w ù y I x t l H O l i T m D A a a a A a K x u i G ǔ F W	grammatical
g m H S k a g ǒ a n Y ǎ T ú a T B i a a n P l á o p R Z K i è L ú W j L y ǎ j	grammatical
j M x v D x r a a R I é ú a R z q r Q D ó ù z a w z S J a f p Z I U R D A h G	grammatical
m ǔ B w G i o g ó H a B U A a è a Z V U h R a Y è Y a f v E R n ó t G u ě Y H	grammatical
o v C D k è x a I J r è m è Q á ò X O t è H ǔ ó a u B A s w a a ò G G T Z M a	grammatical
r j U o P ǔ a L l S ǔ v a V m a V ǒ ǎ S è m I a H è V è z t ù K ò ǒ H a y v k	grammatical
u M h S a T V p P t B N N ǔ a ǎ H ǔ l Y W ù ù N á u a I K a a ě u á a P r Q C	grammatical
w m à I h Z ù p u w J Z a à á T a p a ú M K j ò G n a ǒ p y a à X è V q ǎ ě G	grammatical
ù ù Q S B R V V ǔ F Z l E ǒ ó t K u l I T E N O n u X p K Z U s d ú G E ú N f	ungrammatical
á d W E ǔ h è D b W x V n B q k O S l H u K à K r C E R h q Q D V ò E e c a J	ungrammatical
ǎ V R b é k p Z v V Z y V I W T t à T à j I K G u s L B a Z m j k L W ǒ V u P	ungrammatical
ě ǔ ǔ L á e C è U C U b b ù k F L e T V E e A Z á w X ú r P è D b i G c a f i	ungrammatical
ò b H i V E r H l á p a W k G k b m V T D S ǔ x ò P w ú i d L J u k ǔ c L C A	ungrammatical
ú k B o N é F y y a O c j g z T ǔ ó q C T F b á Q i R g T u V X è C N r y D s	ungrammatical
C V ě S ò Z R g k h ě o ě R E x p ǔ ò S t ǔ J F Z z U r n y ǔ V W á è o c Y w	ungrammatical
E o u O m H K z á ó j N Z ù á ú ǔ e ú g v z è M T J R C o e A e P e ó v V p Y	ungrammatical
G t W B è ò D L P N K ě P D a G d A u V w Q R r ú à G a b h G G K O ě X o G J	ungrammatical
J N A ò j O V ù r Q K d ó i R ǒ R W ó g à è à ò M j ú l v f r O g x ǔ O L y x	ungrammatical
L v h ě r Z B j u o A p W X à á N G ě S Z P j à w O C ě p M ǎ á a i c i l n u	ungrammatical
O H E v g R ǒ p W à Z W J f S O é x Z l r O Q b ó I ú à r N á ù C F U p ǔ p ó	ungrammatical
R C v V ě C p y h d F ě R j h ó A F N D u o P W s V ě ǔ N O C ú á g ò l n M ǒ	ungrammatical
T t é h y g I D O A à s O y L ó O i k L K y w H n X A S v à B k è f m k h k V	ungrammatical
W b G n W á i p K e m C m è T ě D ú ò ǎ b t f ù Y P O a ò K K e N á d y V ǒ l	ungrammatical
Z L n F B N q è n ù W q ò ě i x Q P J l O ǎ B ò c ù P ù d B s I s N c ú w P a	ungrammatical
c ǎ t C ò X T ó S C m L K P à d c g ú m m k n W C K k S j b ó t z Y Q M Q b j	ungrammatical
e b G G S P B á j è t x X ó T K h E f I á T g y ò I b G a ǒ T K r S h F ú ǎ o	ungrammatical
h X o ù v F A I F ǎ ù B t d ù w G A I W A H ó C x ě t m I y á s V R ǎ f A X i	ungrammatical
k K q b c u V q é K X V X b P i ǎ e E ǒ v r B G á ǒ B ǔ f ù F ǒ p w s b ú v V	ungrammatical
m u z O l P x L Q l j ǔ O ǔ J G W à é P R v V ě t j ú b x k è B Q d h F l R ě	ungrammatical
p a ù q ù M k K ó X t b T à ò ú M Z Q b i ò P u a ù J x Q o l Y E T Q E N j h	ungrammatical
s U G t Y P n j è é g r w q b ù A K r ǔ a ě t ò X H I ó c l y ǎ ò J g X ǔ K z	ungrammatical
u d a ú n g B x F k u à F Z B ǔ j U G U é D ě D G P i J G i K f ǎ ú ù g h A w	ungrammatical
x F B m j Z c c s o é P m J r X d g R b ú B d M b L m j a ó M d ó X T ǒ ò G k	ungrammatical
ù ù O h C G a q ǔ E n a V k t K C t F O t S Q r a N K N l ě a ú a F z w H q I f	grammatical
á Z p O T i á M v S a H a v V i j a F O q ó à o E U U Q q x a j A E S ú R X a g	grammatical
é R x H D x w Z ǒ ò a a Q v P L a ǎ O s r I v a W A v r a G á á T ò r u ù t à c	grammatical
ě g x k è N à a r A ò C a Y V x y o N v ě X a a t a ǔ L O Q u U l b m J V ú y D	grammatical
ǒ Q T G W J ù w n n a n u W D U Z a ú o G v á w a k a a Z V v Y i n d I ǒ o t g	grammatical
B P z A a t K l E m a ó V a y a O s ǒ B X a J g m u x I S X W h S i l g g l J K	grammatical
D h K w a a R u ǒ P R w ǒ N ù E m a a l à I A ò p ǎ Z K a M H c é z w r K w j z	grammatical
G à U H i n ǒ J a T a a ǒ M é t p à x j o ò Z X X x w a ě x a G è R B ě ú l b j	grammatical
J ó G à ě T à ù x n a g ú X T g k s y r W ǒ m a v S ú N à è ě V i U a ú a Y P a	grammatical
L z R à z R a G a ú C a M M a a U L o x D ě ǒ N Q u c x S v N O p b F S s D a E	grammatical
O B k W z a R M H V O G a a R y J a I k à j U l ó V C s Q J ù R è á s V Q Y a o	grammatical
Q g a p p Q N S K m L ò ó W ú Y ú Q a a B a X p O C J o l i l S a w N o e O D T	grammatical
T n ǒ R Q y l a s j z K J ó y p ù è ǒ n F a ù ǎ a t ě U x a M h H é z N m a Z m	grammatical
W a ǒ Q ǒ z K F a ǎ P a Q a a j U c t r a P D D ǒ Q o w Y L j o y M V g W h d l	grammatical
Z Q q i è ǔ A m D a a W a T a A r è j V ě G r D J A a S L I J B è B Q X è J a ě	grammatical
a G S a y ó U J Y ǎ v Q ǔ p u o L j G O a y ò é ǔ l N K Z U R a R a g ǒ y B o H	grammatical
a X E O ú s j è a x a a y n E s é q ǎ t ú K m v H C o u h G p t J A w t r a c ǔ	grammatical
a p A è o t a p j T C k s W A H t P R ǎ q S I a C v m E w T i z B a I ǎ t ó a C	grammatical
g p ǒ a Q G w a ǎ m B m w é P C ǔ a B W y K ǎ j è J P a w F N V v a i L f x ǒ Q	grammatical
j P A ò a n O C S v a R P F E C C t F v u W t p T i y O j M z a E g k y a a ǔ S	grammatical
l y ǎ W N q p a a H ò s a K o a M a k à g q Y s ǎ d ú E ǔ j X C ě E Z ò s D Z n	grammatical
o a l g a P k K k C P m a O B v ě E i ě F ù W B V P i n a ǎ J ǒ q Q s I A T a é	grammatical
r ǔ K a K N ú á g ò Q s E a a ù v o m r F r z M R ě v m S ě l D a m n ǎ x Q a A	grammatical
u ǎ a ò ǎ E a K ǒ L è Y Q Y u a u i x G a a à D d d x ú G o g N c Z n c h b j J	grammatical
x O Y N P a D I a ú á ú L l C z á G V k ú N P I è K a D E w a j ǒ D x a i H Z á	grammatical
ù ù g ě E K N i L A m Y S é Z W é k G k è x I J D ǔ ú a g G ú o ù L ó ǔ é B g W	ungrammatical
á L M K N V Q d ó i m K B n ù x p U u q é W c à v ò P t T U ú Z c R n j é a ò h	ungrammatical
é é P i g c d ǒ T O O P x f p ǒ n v l ù e I à n J o J e R Y ě N U k b ó I v ù R	ungrammatical
ě X t t g g g A ǒ ǔ u U é H K f p K E Y m u m p l o ù P F a ú C z S S J w G D a	ungrammatical
ǒ B L s W P V w ò Q x g F T R h à Y ò Q j V o z J V M B ò E p x Z q N C f r ǒ M	ungrammatical
A u K è ǔ j M M z M a x ě ù Q E q f é n s ǎ J P n U V m t i w ǔ P ó é ǎ i z S ě	ungrammatical
D k h v D v G ě T j M x d i Y J S ò v p s F i b ò A M k v ǔ O g v x C r f A R f	ungrammatical
G N z n K E á x S i e M s V t t Y w K Q G J y j g b h P c F d Y U g ù c á v ù ó	ungrammatical
I x N s ò R G B I g u t x z F S I B g H v Y G i M o Q p à q ó J è s Z à O T ò f	ungrammatical
L Z ǎ á i T ǔ q T K i D ù ǔ H v X p P ú w h O ǎ L y i n L M ǎ é P I W p o ǎ ǒ J	ungrammatical
O é u è f v i W e D K x ǒ W ù J á q q ú w á b ó á Z F s ě w C è i W U ě ǔ R r T	ungrammatical
Q X a W a x N a K r o ǔ c l é j R D I B l U ò N O T á ǔ a à y r b c n ě x n D O	ungrammatical
S t R Y á o o n é U E b e J O U ǔ w c e C e b z X r c D é w P ù k I J c t P S V	ungrammatical
V Q h B T ǒ T ú ù I ǎ x O m m e H ò z p ó B é R y ě g v T u ǎ N ù x ǒ z O L w F	ungrammatical
Y B q y K M o ǎ V p ò Q w ù m w P j à ǎ R f t Q V è K z á V à G V c P ó è é ó X	ungrammatical
a w O J ǎ r F a u k H Q z ú E v T ě x ó p A M n c I D ù O H è ǒ ù W a Q Z i h H	ungrammatical
d Z F u G e ù w s ǒ s W X ú á g b g V I G F ǒ u B N l S D F ě x w y à I ě I é W	ungrammatical
g L D z l é ò S h á ǒ C c E t d z O M à B n J R s s X v E n k c P k D J u ú u B	ungrammatical
i o B ǎ s A u S é k ǎ o P e z ǒ ǒ é j A q l ǎ n r L ǒ z T k K M Y j K f D Q m ǎ	ungrammatical
l ú w k t G á ě B f A r o M a r b s x p ě m g e C U r f c V S D c é Z á G H i A	ungrammatical
n Q f v m p p X v p B O u R B u q e Z w T z D s ú e V B c B v e R N ǎ z z i j N	ungrammatical
p j ù v è à à N i e ě V ú R ó O á c ě ú N ě K d è M H p ú S h t M g ò N H H G B	ungrammatical
